#
# Title: Swish 123 Nummer
# Author: Christopher Isene <christopher.isene@gmail.com>
# Date: 2023-11-05-rev-171359
# Source: https://github.com/cisene/swish-123/text/swish-123-datasource.tsv
#
# Legend: Swish-nummer, OrgNr, OrgNamn, Länk, Kategorier, Kommentar
#
entry	orgNumber	orgName	web	categories	comment
1230054106	802488-8003	Sölvesborgs Filmstudio	https://solvesborg.filmstudio.se/	biograf,filmklubb	
1230054221	833200-6074	Föreningen Kopparslagaren Galleri	https://kopparslagaren.com/	galleri,konstförening	
1230055160	802426-0229	Familjen Einhorns Stiftelse	https://einhornfoundation.wordpress.com/	stiftelse	
1230055194	802444-9905	Alingsås Krav Maga IF	https://www.kravmagavast.se/	idrottsförening,kampsportsförening	
1230061788	802455-6246	Stenungsunds Amatör Radio Klubb	https://www.sk6qa.se/	förening,radioklubb	
1230061960	880321-XXXX	Stall Släte / Regina Fallberg	https://stallslate.n.nu/	hästsport,ridskola	
1230062448	846502-3102	PRO Eslöv	https://pro.se/eslov	pensionärsklubb	
1230063214	872000-7916	Eda Ryttarförening	https://www.edarf.se/	ridklubb,ridskola,ryttarförening	
1230063859	874400-1630	Equmeniakyrkan Östervallskog	https://equmeniakyrkan.se/ostervallskog/	religion	
1230064006	969769-5998	Nya Scandinavia SSB Club Sweden	https://radioklubbenscandinavia.se/	privatradio,radioklubb,ssb	
1230064170	887500-2126	Norra Hälsinglands Travsällskap	https://www.hagmyren.se/	hästsport,travsport,travsällskap	
1230064337	885501-4083	Skandinaviska Turistkyrkan	https://www.turistkyrkan.org/	religion	
1230064469	878001-8944	Barkarö Bygdegårdsförening	https://bygdegardarna.se/barkaro/	bygdegårdsförening	
1230065425	802458-7027	Arnäs Trädgårdsförening	https://arnastradgardsforening.com/	trädgårdsförening,trädgårdsplanering	
1230065672	802509-2001	Integrationssegling	https://integrationssegling.se/	båtklubb,båtsällskap,segelsällskap	
1230067710	556832-7117	Vapenprodukter Sverige AB	https://www.vapenprodukter.se/	försäljning,vapensmed	
1230067769	826000-5510	Immanuelskyrkans Församling Jönköping	https://immanuelskyrkan.com/	religion	
1230067892	212000-1132	Lunds Kommun	https://lund.se/uppleva-och-gora/idrott-motion-aktiviteter/vinteraktiviteter	vintersport	Vinteraktiviteter
1230068205	889601-1296	Hjälptransporten Filippus	http://www.filippus.se/	hjälporganisation,stiftelse	
1230068569	887500-9139	Kvinnojouren Vändpunkten	https://kvinnojourenvandpunkten.se/	kvinnojour	
1230068593	815600-9493	Föreningen Wendelas Vänner	https://wendela.se/	intresseförening,kulturförening,museum,restaurant	
1230068759	802429-7403	Halmstad Hammers	https://www.hockeyettan.se/halmstad-hammers/	idrottsförening,ishockeyklubb	
1230068890	802469-7669	Bujinkan Ninpo Taijutsu Göteborg	https://ninpodragons.se/goteborg/	idrottsförening,kampsportsförening	
1230068965	802449-5502	Lerum Cykelklubb	https://www.lerumscykelklubb.se/	cykelklubb,idrottsförening	
1230069310	817603-0065	FIAN Sverige	https://fian.se/	intresseförening	
1230069625	559021-5785	Dagens Vimmerby AB	https://www.dagensvimmerby.se/	lokaltidning	
1230069963	802018-1791	Sverigedemokraterna	https://sd.se/	politiskt parti	
1230073627	802511-5497	Alingsås Fotoklubb	https://www.alingsasfotoklubb.se/	fotoklubb	Fika
1230073924	889201-1258	Studentkåren i Sundsvall	https://studentkarenisundsvall.se/samarbetsforeningar/linjeforeningar/	studentkår,studentorganisation	Journalistförbundet Sundsvall
1230074005	897001-2129	Norrbottens läns Stövarklubb, NBSK	http://www.norrbottenstovare.se/	hundklubb,hundsport,stövarklubb	
1230074401	840221-XXXX	Gamlens Gård / Johanna Skotte	https://www.gamlensgard.se/	djuruppfödning,gårdsförsäljning,trädfällning	
1230074500	556908-5714	Jurist Nu / Wittulsbergs Juridiska AB	https://www.juristnu.se/	advokatbyrå,juridiska tjänster	
1230074948	802539-3649	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Halland, Slottsjordsskolan
1230075705	802501-9483	Rotary Nyköping Öster	https://nykoping-oster.rotary2370.se/	rotaryklubb	
1230076273	802008-2874	Internationella Folkdansklubben	https://internationellafolkdansklubben.com/	dansförening,folkdans,intresseförening	
1230078097	969752-3711	Kilsbergen Trailrun / AH-Event HB	https://www.kilsbergentrailrun.se/	löpartävling,löpning	
1230078790	826000-0362	Bottnarydskretsen	https://bottnarydallians.se/	religion	
1230079061	559006-6980	Solkarina / Sinnligkunskap AB	https://www.solkarina.se/	healing,medial vägledning,meditation,reiki	
1230079426	802501-8856	Sea Shepherd Scandinavia	https://www.seashepherdscandinavia.org/	donation,intresseförening,vattenvård	
1230079814	825003-9693	Blue Berets MC Sweden, BBMC	https://www.bbmc.se/	intresseförening,motorcykelklubb	
1230081257	889601-1528	Gottnebygdens Samhällsförening - Gottne Byskola	https://www.gottnebyskola.se/	donation	
1230082172	802533-7786	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Lund, Västervangskolans Grundsärskola
1230086223	559361-5254	Tailzone AB	https://tailzone.se/	hundsport,hundsporthall	
1230086561	802538-4150	World Evangelical Restoration Ministries, WERM	https://www.werministries.org/	religion	
1230086579	559104-9175	Sverigeide	https://www.sverigeide.se/	städhjälp,städning	
1230086819	832801-0361	Föreningen S/S Nalle	https://nalleoskarshamn.se/	intresseförening	
1230088690	559209-2091	Smedjan Stjärnsund / Stjärnsunds Bygdebolag	http://www.smedjanstjarnsund.se/	konsert,lokaluthyrning,musik	
1230092163	969766-8771	Balans med Omtanke	https://www.balansmedomtanke.se/	healing,massage,spiritualism	
1230093104	252002-6135	Svenska Kyrkan Torrevieja	https://www.svenskakyrkan.se/costablanca	religion	
1230093955	802438-1355	Hela Människan i Malmö	https://helamanniskan.se/malmo/	hjälporganisation,religion	
1230094235	802535-9137	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Kristianstad, Everöds skola
1230094268	802002-7309	Svenska Psykiatriska Föreningen, SPF	http://www.svenskpsykiatri.se/	förening,psykiatri	
1230094466	802533-7778	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Dalarna, Vikmanshyttansskola
1230094698	822003-0806	Tjärstad Hembygdsförening	https://www.hembygd.se/tjarstad	hembygdsförening	
1230095232	897000-6733	Luleå Hockey	https://www.luleahockey.se/	hockeyklubb,idrottsförening	
1230098152	556782-9741	Järna Akademi	https://jarnaakademi.se/	utbildning	
1230098293	827501-0729	Vetlanda BTK - Bordtennis	https://www.vetlandabtk.se/	bordtennisklubb,idrottsförening	
1230098947	802527-2488	Dalarnas Skogskarlars Klubb	https://sites.google.com/site/dskkhemsida/	idrottsförening,orientering	
1230100438	556634-2795	Känslogalan / Musik i Syd	https://www.känslogalan.se/	event,musik	
1230100511	802526-4493	Utvecklingspartiet Demokraterna	https://updem.se/	donation,politiskt parti	
1230100743	802430-8374	Inlands Släktforskare	https://www.insf.se/medlemskap/	genealogi,släktforskning	
1230107292	556738-8094	Podcasten Cirkus Speedway / MAX500 AB	https://cirkusspeedway.se/	podcast	
1230109991	878000-1528	Friluftsfrämjandet Västerås	https://www.friluftsframjandet.se/regioner/mitt/lokalavdelningar/vasteras/	barnverksamhet,friluftsliv	
1230111427	740819-XXXX	Galleri Fågel / Anders Borgenhag Holmqvist	https://www.gallerifagel.com/	konstmåleri,konstnär	
1230113670	844000-7048	Sångkören Divertimento	https://www.divertimento.se/	körsång,musikförening	
1230114801	571013-XXXX	Thoralf Alfsson	https://thoralfsblogg.com/	författare	
1230121640	556459-0510	Persköps Ställplats / Wnk Skogsgallring AB	https://www.perskopsstallplats.com/	ställplats	
1230123448	802524-1194	Jönköpings Litteraturhus	https://jonkopingslitteraturhus.se/	intresseförening,kulturförening	
1230123489	969790-5405	Do Music Records	https://www.domusicrecords.com/	musikförlag,musikproduktion	
1230124206	826000-3648	Kungsportskyrkan	https://www.kungsporten.com/	religion	Projekt BeGe
1230125302	864500-0962	Borås Sportfiskeklubb	https://www.laget.se/BorasSFK/	sportfiske,sportfiskeklubb	
1230126193	802013-3099	Riksförbundet HjärtLung Stockholm	https://www.hjart-lung.se/riksforbundet/stockholm/lokalforeningar/stockholm/	anhörigorganisation,patientförening,riksförbund	
1230127076	802521-4621	Partiet Vändpunkt	https://partietvandpunkt.se/	politiskt parti	
1230130526	700804-1902	Husapoteket.eu	https://www.husapoteket.eu/	apotek	
1230134486	556815-5666	Donnez Orkester AB	https://www.donnez.se/	dansband,orkester	
1230134536	802006-1688	Frälsningsarmén	https://www.fralsningsarmen.se/malmo/	religion	Malmö Julgrytan
1230135434	878000-5313	Västerås BK30 / Västerås Bollklubb av ÅR 1930	https://www.bk30.se/	fotbollsklubb,idrottsförening	
1230135525	559009-7969	Sebastian C Hansson AB		golftränare,personlig träning	
1230138727	802530-2970	Rena Mälaren Ideell Förening	https://www.renamalaren.com/	havsvård,naturvård	
1230139691	556813-0339	Lilla Bandet från Färgelanda / Johan Pettersen AB	https://www.lillabandet.se/	orkester,underhållning	
1230140954	734000-0277	Burs Bygdegårdsförening	https://www.burs.nu/	bygdegårdsförening	
1230141374	849600-0236	Pingstförsamlingen i Varberg	https://www.pingstvarberg.se/	religion	Matkassen
1230142919	857200-4094	Pingstkyrkan Västra Frölunda	https://frolunda.pingst.se/	religion	Utbyggnaden
1230142927	559177-2198	MorrRingens AB	https://morrringens.se/	meditation,spiritualism	
1230143792	559265-7158	Oxyboost-O2 Sweden AB	https://www.oxyboost-o2sweden.com/	hälsa,intresseförening	
1230149286	212000-0266	Kulturskolan, Tierps Kommun	https://www.tierp.se/tierp.se/kultur-fritid-och-friluftsliv/kulturskolan.html	dans,musik,teater	
1230154724	820114-XXXX	Silyns Massage o Fotvård	https://www.bokadirekt.se/places/silyns-fotklinik-47427	fotvård,massage	
1230156513	702001-1545	Svenska Konstnärernas Förening, SKF	https://konstnarshuset.org/	konstnärsförening	
1230157024	802451-0391	Diabetesorganisationen i Sverige, DIOS	https://diabetesorg.se/	diabetes,hälsovård,patientförening	
1230157693	802401-3404	Stiftelsen Hippocampus	https://www.stallkungsgarden.se/	hästsport,stiftelse,utbildning	
1230159699	898801-0925	Parkinsonförbundet - Norrbotten	http://www.parkinsonforbundet.se/meny2/L%E4nsf%F6reningar/Norrbotten.html	förbund,parkinson,patientförening	
1230169185	802477-2082	Mellanhedens Biljardklubb	http://www.mhbiljardklubb.se/	biljardklubb	
1230172155	556630-3169	Världens Ände Friskvårdare / Trosa Kombo Kunsult AB	https://friskvardare.se/	massage	
1230173161	817000-5949	Göta Motorsällskap	https://www.gota.nu/	motorklubb,motorsällskap	
1230180695	802541-6721	Nordic Reel Icons / Nordic Legions	https://nordiclegions.net/	hjälporganisation	
1230181917	835000-3185	Olsängsgården	https://olsangsgarden.se/	religion	
1230182063	817603-1568	Bälinge Ryttarförening	http://www.balingerf.se/	förening,hästsport,ridklubb,ryttarförening	
1230182121	855100-3679	Föreningen för Tibetansk Buddhism i Göteborg	https://www.tibetanskbuddhism.se/	healing,meditation,religion,yoga	
1230182188	857209-3444	ATSUB/Göteborg - Föreningen Anhöriga Till Sexuellt Utnyttjade Barn Och Ungdomar	http://www.atsubgbg.nu/	kvinnojour	
1230182618	556520-1190	AIK Fotboll	https://www.aikfotboll.se/	fotbollsklubb	
1230182808	864000-0439	Annelunds IF	https://www.annelundsif.com/	idrottsförening	
1230182899	887500-5020	Hudiksvalls Rid och Ponnyklubb	https://www.facebook.com/hudiksvallsridochponnyklubb/	hästsport,ponnyklubb,ridklubb	
1230183236	556706-5262	Gideonsbergskyrkan	https://www.svenskakyrkan.se/vasteras/gideonsbergskyrkan	religion	Fair Trade
1230183822	875700-0818	Pingstförsamlingen i Kumla	https://www.kumlapingst.se/	religion	
1230183947	885500-0173	Filadelfiaförsamlingen i Sandviken	https://www.sandvikenpingst.se/	religion	
1230184119	894700-6006	Evangelisk-Luthersk Samling	https://els.nu/	religion	
1230184143	818000-5012	Torshälla Golfklubb	https://www.torshallagk.se/	golfklubb	
1230184374	894000-1558	Sandviks IK	http://www.sandviksik.se/	idrottsförening	Medlems & Deltagaravgifter
1230184994	837001-3602	Frida Kvinnojour Hässleholm	http://fridakvinnojour.se/	kvinnojour	
1230185348	828000-3115	Värnamo Alliansförsamling	https://varnamoallians.se/	religion	
1230185603	854601-1787	Djurhemmet Tigerharen Vegan Sanctuary	https://tigerharen.org/	djurhem,djurvård	
1230186429	895400-5651	Korpförening Lycksele - Korpen	https://www.korpenlycksele.se/	idrottsförening	
1230186684	556712-8805	Peter o Susanne Bowling AB	http://www.psbowling.se/	bowling,försäljning	
1230186726	802454-8573	Tynningö Idrottsförening - Simidrott	https://idrottonline.se/tynningoidrottsforening-simidrott/	idrottsförening,simklubb	
1230186734	857200-0860	GAIS, Göteborgs Atlet- & Idrottssällskap	https://www.gais.se/	fotboll,idrottsförening,sport	
1230186999	640117-XXXX	Beas Gong Yoga / Handgreppet Beatrice Nilsson	https://beasgongyoga.se/	healing,massage,yoga	
1230189357	849000-3681	Slöinge-Eftra Hembygdsförening	https://www.hembygd.se/sloingeeftra	hembygdsförening	
1230189407	262000-0881	Sydskånska Nationen	https://sydskanska.se/	donation,studentnation,studentorganisation	
1230190397	817605-9387	Hökåsens Scoutkår	https://hokasen.scout.se/	scoutkår	
1230190694	556192-2971	Josefssons Trafikskola	https://www.josefssonstrafikskola.se/	trafikskola	Örebro V
1230191023	802508-0469	Bara vanlig hälsa	https://baravanlig.se/	friskvård,hälsa	
1230192526	883201-0121	Olsnäsgårdens Vänner	https://olsnasgarden.com/	religion	
1230192690	802453-9697	Hasse & Tage-Museets Vänner	https://www.hasseotagemuseet.se/	museum	
1230192724	810707-XXXX	Lucky Tarot / Tarotlink I Stockholm / Aaryan Paras Sharma	https://luckytarot.se/	horoskop,medium,spiritualism	
1230192948	556145-9321	Mattssons Trafikskola i Värnamo AB	https://mattssons-trafikskola.se/	trafikskola,utbildning	
1230192963	252003-8874	Södra Ölands Pastorat	https://www.svenskakyrkan.se/sodraoland	religion	Ventlinge kyrka
1230192971	252003-8874	Södra Ölands Pastorat	https://www.svenskakyrkan.se/sodraoland	religion	Glömminge kyrka
1230193045	818500-3525	Österåkers Idrottssällskap (ÖIS)	https://www.svenskalag.se/osterakersis	förening,idrottsförening,idrottssällskap	
1230196550	556814-6673	Mode Eva	https://www.modeeva.se/	försäljning,kläder	
1230199364	819500-1121	Strängnäs scoutkår	https://strangnas.scout.se/	scoutkår	
1230199687	817001-4198	Enköpings SK UK	https://www.laget.se/ESKFOTBOLL/	fotbollsklubb,idrottsförening	
1230199992	550903-XXXX	Björknä Kennel / Arne Persson	http://www.beaglekennel.se/	hunduppfödning,kennel	
1230201194	883202-7307	Hjortnäs-Sunnanängs Hembygdsförening	http://www.hjortnas.se/	hembygdsförening	
1230201418	252004-8873	Glömminge-Algutsrum Församling	https://www.svenskakyrkan.se/sodraoland	religion	
1230201772	769611-0696	BRF Essinge Port	https://www.essingeport.se/	bostadsrättsförening	
1230204438	817605-3166	VIK Västerås Hockeyklubb	https://www.vik.se/	hockeyklubb,idrottsförening,ishockey,ishockeyklubb	
1230205922	802411-7544	Sällskapet Sibirisk Katt	https://sibiriskkatt.se/	intresseförening,kattuppfödning	
1230206045	817601-4820	L-100 IF / Långhundra IF	https://www.langhundraif.net/	idrottsförening	
1230214064	559315-6366	SAMA Yoga AB	https://www.samayoga.info/	yoga	
1230214676	556466-2087	MC Proffsen i Jönköping AB	https://mc-proffsen.se/	motorcykel,motorsport	
1230218701	802406-9349	Stockholms KK - Karate	https://www.stockholmskarateklubb.com/	kampsportsförening,karateklubb	
1230219493	896100-3541	Åsele Brukshundklubb	http://aselebhk.se/	brukshundsklubb,hundsport	
1230221168	802537-0241	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Sjuhärad, Bodaskolan kommunikationsklass
1230222166	901020-XXXX	Stall Krabbängen / Amanda Staam	https://www.staam.com/	hästsport	
1230223404	802532-7506	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Helsingborg, Vittra Landborgen
1230223420	802532-7506	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Helsingborg, Mörarps Skola
1230223743	802535-9137	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Kristianstad, Diamantens férskola
1230224303	844001-1610	Glumslövs Byalag	http://www.glumslovsbyalag.se/	byalag	
1230224758	885001-0920	Al-Rashideen Moské i Gävle	https://aishacenter.se/	religion	
1230226126	252001-5369	Bro Församling	https://www.svenskakyrkan.se/lysekils-pastorat/bro--brastad	religion	
1230226555	802456-5734	Norrtälje Katthem	https://kattcenter.se/	djurskydd,katthem	kattpensionatet
1230227017	880505-XXXX	Eric Svensson Musik & Underhållning	https://www.ericsvenssonmusic.com/	musik	
1230227140	556587-6355	Väktarskolan VS AB	https://vaktarskolan.se/	utbildning	
1230227165	252000-6285	Tingsås Församling	https://www.svenskakyrkan.se/tingsryd/tingsas	religion	Bokbord
1230227256	559239-7490	Floroteket AB	https://www.floroteket.se/	handelsträdgård	
1230227330	559140-5914	Café Cuvée Stockholm AB	https://www.cafecuvee.se/	cafe	
1230230078	802479-9994	Insamlingsstiftelsen Wildhood Foundation	https://www.wildhood.org/	intresseförening,stiftelse	
1230230151	889200-6092	Sättna Baptistförsamling / Betania Kovland	https://betaniakovland.com/	religion	
1230230300	864501-5200	Kvinno- och tjejjouren Borås	https://ktjboras.se/	kvinnojour	
1230232868	802456-6229	Roj Fans	https://www.instagram.com/rojfansofficiell/	supporterklubb	
1230234310	838201-7062	Nedre Helgeåns FVO	https://www.nedrehelgean.se/	fiskevård,sportfiske	
1230235184	252004-2884	Havdhems Församling	https://www.svenskakyrkan.se/sudrets-pastorat	religion	Gåvor, vykort, böcker dylikt
1230236547	832401-1686	Hälleberga Hembygdsförening	https://www.hembygd.se/halleberga	hembygdsförening	
1230237610	846002-3305	Svensk Förening för Odontologisk Radiologi, SFOR	https://sfor.se/	intresseförening	
1230237644	874400-2455	Equmeniayrkan Holmedal & Blomskog	https://equmeniakyrkan.se/holmedalblomskog/	religion	Konfafonden
1230237990	202100-2874	Umeå Universitet	https://www.umu.se/kontakta-oss/ge-en-gava/sa-har-gor-du/donation/	donation	Curiosum
1230238550	894701-4141	IFK Anderstorp	https://www.ifkanderstorp.com/	idrottsförening	Pojkar 11-12
1230239681	751014-XXXX	Falu Massage & Hälsa / Anna Gellner	https://falumassagehalsa.se/	massage	
1230240085	802535-4211	Team Rynkeby Kalmar	https://www.team-rynkeby.se/	cykelsport,friskvård,intresseförening	
1230240838	556062-5021	Svenska Reimpregnerings AB Lavtox	https://www.boracol.nu/	träskyddsmedel	
1230240952	556648-1593	Sliceit Golf Aktiebolag	https://sliceitgolf.se/	golftränare,utbildning	
1230241414	887500-0674	Höglidenkyrkan Pingst Hudiksvall	https://www.hoglidenkyrkan.se/	religion	
1230241539	857203-4042	Supporterklubben Änglarna	https://anglarna.se/	supporterklubb	
1230241570	817001-4388	MDD Merhamet Sverige	https://www.merhamet.se/	religion,välgörenhet	
1230241851	802473-9982	Studentkåren vid Johannelunds Teologiska Högskola	https://www.johannelund.nu/student/	religion,studentkår	
1230242792	857204-8315	Göteborgs Hundkapplöpningsklubb	http://hundkapp.net/	hundkapplöpning,hundkapplöpningsklubb,hundsport	
1230243188	802510-0614	Angel Island Army, AIA	http://aia.nu/	supporterklubb	Medlemsavgift
1230243337	802409-3075	Kattfonden - Insamlingsstiftelsen för hemlösa katter	https://kattfonden.se/	djurskydd,donation,stiftelse	
1230244228	889200-3479	Stöde Hembygdsförening	https://www.hembygd.se/stode	hembygdsförening	
1230244426	802476-4543	Afrogarden	https://www.afrogarden.com/	hjälporganisation,intresseförening	
1230244491	854600-0897	Lysekils Allmänna Idrottsklubb	https://www.laget.se/lysekils_aik/	idrottsförening	
1230244871	252004-7669	Hyltebruks Pastorat	https://www.svenskakyrkan.se/hyltebruk	religion	
1230244897	252001-3430	Långaryds Församling	https://www.svenskakyrkan.se/Hyltebruks%20pastorat/langaryd	religion	
1230248872	559115-9594	Yoga i Åkersberga AB	https://www.yogaiakersberga.se/	massage,utbildning,yoga	
1230252254	802489-3458	Solna Landhockeyförening Mens Sana In Corpore Sano, MESAICOS	https://mesaicos.se/	idrottsförening,landhockeyklubb	
1230253930	559199-2655	Pet Vet Sweden AB	https://www.petvet.se/	veterinär	
1230253989	630923-XXXX	Thong Thai Massage / Thongjan Skaar	http://www.thongthaimassage.com/	massage,thaimassage	
1230259051	818500-8508	Björkviks Bygdegårsförening	https://bjorkviksbygdegard.se/	bygdegårdsförening	
1230259804	802477-8113	Together for Better	https://www.togetherforbetter.se/	donation,stiftelse,utbildning	
1230261750	889201-7974	Timrå IK Supporterklubb	https://tikare.se/	supporterklubb	
1230263103	802012-0880	Stiftelsen Hemmet Vid Vägen	https://hemmetvidvagen.se/	stiftelse	
1230263236	802524-0097	Bibelns värld	https://bibelnsvarld.nu/	religion	
1230263343	760815-XXXX	Yogafarmen / Linnéa El-Solh	https://www.yogafarmen.se/	yoga	
1230263723	559247-5718	Insikt24 / Exakt24 / Svensk nätmedia AB	https://insikt24.se/	alternativa media,alternativa nyheter	
1230264101	802461-2221	IK Spring Väst	https://www.ikspringvast.com/	idrottsförening	
1230265298	556819-4277	Palaestra podd / Palaestra Media	https://palaestramedia.com/	podcast	
1230265462	802533-7794	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Skaraborg, Sventorps skola
1230265637	802533-3421	Team Rynkeby	https://www.team-rynkeby.se/	cancerforskning,forskning,hjärnforskning	Linköping, Vidingsjöskolan
