#
# Title: Swish 123 Nummer
# Author: Christopher Isene <christopher.isene@gmail.com>
# Date: 2024-11-15-rev-210320
# Source: https://github.com/cisene/swish-123/text/swish-123-datasource.csv
#
# Legend: Swish-nummer, OrgNr, OrgNamn, Länk, Kategorier, Kommentar
#
"entry","orgNumber","orgName","web","categories","comment"
"1230061788","802455-6246","Stenungsunds Amatör Radio Klubb","https://www.sk6qa.se/","förening,radioklubb",""
"1230061945","252003-7926","Norra Gotlands Pastorat","https://www.svenskakyrkan.se/norragotland","religion","Othem-Boge församling"
"1230061960","880321-XXXX","Stall Släte / Regina Fallberg","https://stallslate.n.nu/","hästsport,ridskola",""
"1230062018","817603-4794","Björklinge Ryttarförening","https://www.svenskalag.se/bjorklingeryttarforening","hästsport,ridklubb,ryttarförening",""
"1230062331","252004-3502","Östra Ryds Församling","https://www.svenskakyrkan.se/ostraryd","religion","Kollekt"
"1230062372","802500-0608","Friskis & Svettis Mälaröarna","https://www.friskissvettis.se/malaroarna","friskvård,hälsa,idrottsförening",""
"1230062414","866601-1351","PRO Skultorp","https://pro.se/distrikt/distrikt-skaraborg/samorganisationer/samorganisation-skovde/foreningar/skultorp.html","pensionärsklubb",""
"1230062448","846502-3102","PRO Eslöv","https://pro.se/eslov","pensionärsklubb",""
"1230062695","854600-4915","Backa Stugförening","https://backastora.se/","byalag",""
"1230063073","818000-1748","OK Tor","https://oktor.se/","idrottsförening,orienteringsklubb",""
"1230063214","872000-7916","Eda Ryttarförening","https://www.edarf.se/","ridklubb,ridskola,ryttarförening",""
"1230063859","874400-1630","Equmeniakyrkan Östervallskog","https://equmeniakyrkan.se/ostervallskog/","religion",""
"1230064006","969769-5998","Nya Scandinavia SSB Club Sweden","https://radioklubbenscandinavia.se/","privatradio,radioklubb,ssb",""
"1230064170","887500-2126","Norra Hälsinglands Travsällskap","https://www.hagmyren.se/","hästsport,travsport,travsällskap",""
"1230064253","712400-1426","Bostadsrättsföreningen Siken","https://www.hsb.se/stockholm/brf/siken/","bostadsrättsförening",""
"1230064337","885501-4083","Skandinaviska Turistkyrkan","https://www.turistkyrkan.org/","religion",""
"1230064469","878001-8944","Barkarö Bygdegårdsförening","https://bygdegardarna.se/barkaro/","bygdegårdsförening",""
"1230065425","802458-7027","Arnäs Trädgårdsförening","https://arnastradgardsforening.com/","trädgårdsförening,trädgårdsplanering",""
"1230065672","802509-2001","Integrationssegling","https://integrationssegling.se/","båtklubb,båtsällskap,segelsällskap",""
"1230067710","556832-7117","Vapenprodukter Sverige AB","https://www.vapenprodukter.se/","försäljning,vapensmed",""
"1230067769","826000-5510","Immanuelskyrkans Församling Jönköping","https://immanuelskyrkan.com/","religion",""
"1230067793","252004-3247","Järfälla Församling","https://www.svenskakyrkan.se/jarfalla","religion","Kyrkogårdsfonden, Barn- och ungdomsfonden, S:t Lukasfonden"
"1230067892","212000-1132","Lunds Kommun","https://lund.se/uppleva-och-gora/idrott-motion-aktiviteter/vinteraktiviteter","vintersport","Vinteraktiviteter"
"1230068064","857203-0412","Götaholm BK","https://www.gotaholm.se/","fotbollsklubb,idrottsförening",""
"1230068205","889601-1296","Hjälptransporten Filippus","https://www.filippus.se/","hjälporganisation,insamling,stiftelse",""
"1230068247","757202-6578","Bostadsrättsföreningen Göteborgshus 37","https://www.37an.net/","bostadsrättsförening",""
"1230068296","802456-0818","Eksjö Skyttegille","https://www.eksjoskyttegille.se/","pistolskytteklubb,skytteklubb,sportskytteklubb",""
"1230068510","885500-3201","Stensätra IF","https://www.svenskalag.se/stensatraif","fotbollsklubb,idrottsförening",""
"1230068569","887500-9139","Kvinnojouren Vändpunkten Hudiksvall-Nordanstig","https://kvinnojourenvandpunkten.se/","kvinnojour",""
"1230068593","815600-9493","Föreningen Wendelas Vänner","https://wendela.se/","intresseförening,kulturförening,museum,restaurant",""
"1230068668","883800-3310","Ludvika HF","https://www.laget.se/LudvikaHF/","handbollsklubb,idrottsförening",""
"1230068718","802439-0802","Torestorp-Älekulla FF","https://www.svenskalag.se/taff","fotbollsklubb,idrottsförening",""
"1230068759","802429-7403","Halmstad Hammers","https://www.hockeyettan.se/halmstad-hammers/","idrottsförening,ishockeyklubb",""
"1230068890","802469-7669","Bujinkan Ninpo Taijutsu Göteborg","https://ninpodragons.se/goteborg/","idrottsförening,kampsportsförening",""
"1230068965","802449-5502","Lerum Cykelklubb","https://www.lerumscykelklubb.se/","cykelklubb,idrottsförening",""
"1230069286","882600-6754","Björbo IF","https://www.svenskalag.se/bjorboif","idrottsförening,ishockeyklubb,volleybollklubb",""
"1230069310","817603-0065","FIAN Sverige","https://fian.se/","intresseförening",""
"1230069575","802416-5154","Köping Basket","https://kopingbasket.se/","basketbollklubb,idrottsförening",""
"1230069625","559021-5785","Dagens Vimmerby AB","https://www.dagensvimmerby.se/","lokaltidning",""
"1230069658","849201-4447","Vapnö IF","https://www.laget.se/VapnoIF/","fotbollsklubb,idrottsförening",""
"1230069781","846002-3719","Näsets Ekumeniska Församling","https://www.ljungkyrkan.se/","religion",""
"1230069963","802018-1791","Sverigedemokraterna","https://sd.se/","politiskt parti",""
"1230073627","802511-5497","Alingsås Fotoklubb","https://www.alingsasfotoklubb.se/","fotoklubb","Fika"
"1230073908","802415-0842","Aktiva Seniorer Gislaved","https://gislaved.aktivaseniorer.com/","pensionärsklubb",""
"1230073924","889201-1258","Studentkåren i Sundsvall","https://studentkarenisundsvall.se/samarbetsforeningar/linjeforeningar/","studentkår,studentorganisation","Journalistförbundet Sundsvall"
"1230074005","897001-2129","Norrbottens läns Stövarklubb, NBSK","https://www.norrbottenstovare.se/","hundklubb,hundsport,stövarklubb",""
"1230074393","849600-7835","Veddige-Ås-Sällstorps Hembygdsförening","https://www.hembygd.se/veddigeassallstorp","hembygdsförening",""
"1230074401","840221-XXXX","Gamlens Gård / Johanna Skotte","https://www.gamlensgard.se/","djuruppfödning,gårdsförsäljning,trädfällning",""
"1230074500","556908-5714","Jurist Nu / Wittulsbergs Juridiska AB","https://www.juristnu.se/","advokatbyrå,juridiska tjänster",""
"1230074658","556602-0862","Gunnebo Slott & Trädgårdar AB","https://gunneboslott.se/","events,konferens,konferenslokaler,restaurant,utbildning",""
"1230074948","802533-7653","Team Rynkeby","https://www.team-rynkeby.se/","cancerforskning,forskning,hjärnforskning","Jönköping, Södergårdsskolan"
"1230075127","884401-5787","IFK Mora Friidrottsklubb","https://www.svenskalag.se/ifkmora-friidrott","friidrottsförening,idrottsförening",""
"1230075705","802501-9483","Rotary Nyköping Öster","https://nykoping-oster.rotary2370.se/","rotaryklubb",""
"1230076273","802008-2874","Internationella Folkdansklubben","https://internationellafolkdansklubben.com/","dansförening,folkdans,intresseförening",""
"1230076786","889202-5464","Alnö SK","https://www.svenskalag.se/alnosk","idrottsförening,skidlöparklubb",""
"1230078097","969752-3711","Kilsbergen Trailrun / AH-Event HB","https://www.kilsbergentrailrun.se/","löpartävling,löpning",""
"1230078386","252003-0095","Märsta Pastorat","https://www.svenskakyrkan.se/marsta","religion","Övrigt Valsta församlingshem"
"1230078790","826000-0362","Bottnarydskretsen","https://bottnarydallians.se/","religion",""
"1230078873","849200-1071","Socialdemokraterna Halland","https://www.socialdemokraternahalland.se/","politiskt parti",""
"1230079061","559006-6980","Solkarina / Sinnligkunskap AB","https://www.solkarina.se/","healing,medial vägledning,meditation,reiki",""
"1230079426","802501-8856","Sea Shepherd Scandinavia","https://www.seashepherdscandinavia.org/","donation,intresseförening,vattenvård",""
"1230079814","825003-9693","Blue Berets MC Sweden, BBMC","https://www.bbmc.se/","intresseförening,motorcykelklubb",""
"1230079848","802402-0979","Panipirotiska Sällskapet Stockholm","https://www.panipirotiska.se/","hemlandsförening,intresseförening",""
"1230081174","802463-0199","Cosmos Fotbollsklubb","https://www.svenskalag.se/cosmosfk","fotbollsklubb,idrottsförening",""
"1230081257","889601-1528","Gottnebygdens Samhällsförening - Gottne Byskola","https://www.gottnebyskola.se/","donation",""
"1230082172","802533-7786","Team Rynkeby","https://www.team-rynkeby.se/","cancerforskning,forskning,hjärnforskning","Lund, Västervangskolans Grundsärskola"
"1230082339","862501-3258","KiM - Kvinnojouren i Mark Svenljunga & Tranemo","https://www.kvinnojourenimark.se/","kvinnojour",""
"1230086223","559361-5254","Tailzone AB","https://tailzone.se/","hundsport,hundsporthall",""
"1230086561","802538-4150","World Evangelical Restoration Ministries, WERM","https://www.werministries.org/","religion",""
"1230086579","559104-9175","Sverigeide","https://www.sverigeide.se/","städhjälp,städning",""
"1230086819","832801-0361","Föreningen S/S Nalle","https://nalleoskarshamn.se/","intresseförening",""
"1230088690","559209-2091","Smedjan Stjärnsund / Stjärnsunds Bygdebolag","https://www.smedjanstjarnsund.se/","konsert,lokaluthyrning,musik",""
"1230092163","969766-8771","Balans med Omtanke","https://www.balansmedomtanke.se/","healing,massage,spiritualism",""
"1230092270","834001-6537","Buttle Hembygdsförening","https://www.hembygd.se/buttle","hembygdsförening",""
"1230093104","252002-6135","Svenska Kyrkan Torrevieja","https://www.svenskakyrkan.se/costablanca","godkänd gåvomottagare,religion",""
"1230093641","857203-3853","Judoklubben Budo","https://www.jkbudo.se/","idrottsförening,judoklubb,kampsportsförening",""
"1230093955","802438-1355","Hela Människan","https://helamanniskan.se/malmo/","hjälporganisation,religion","Malmö"
"1230094235","802535-9137","Team Rynkeby","https://www.team-rynkeby.se/","cancerforskning,forskning,hjärnforskning","Kristianstad, Everöds skola"
"1230094268","802002-7309","Svenska Psykiatriska Föreningen, SPF","https://www.svenskpsykiatri.se/","förening,psykiatri",""
"1230094466","802532-8033","Team Rynkeby","https://www.team-rynkeby.se/","cancerforskning,forskning,hjärnforskning","Värmland, Vikmanshyttans skola"
"1230094698","822003-0806","Tjärstad Hembygdsförening","https://www.hembygd.se/tjarstad","hembygdsförening",""
"1230095232","897000-6733","Luleå Hockey","https://www.luleahockey.se/","idrottsförening,ishockeyklubb",""
"1230095422","864500-9070","Borås Hockeyklubb","https://www.borashockey.se/","idrottsförening,ishockeyklubb",""
"1230096479","877101-0470","PRO Fellingsbro","https://pro.se/distrikt/distrikt-orebro-lan/samorganisationer/samradsgrupp-lindesberg/foreningar/fellingsbro.html","pensionärsklubb",""
"1230097162","802407-2871","SPF Seniorerna Karlaplan","https://www.spfseniorerna.se/distrikt/stockholmsdistriktet/foreningslista/karlaplan/","pensionärsklubb",""
"1230098152","556782-9741","Järna Akademi","https://jarnaakademi.se/","utbildning",""
"1230098293","827501-0729","Vetlanda BTK - Bordtennis","https://www.vetlandabtk.se/","bordtennisklubb,idrottsförening",""
"1230098947","802527-2488","Dalarnas Skogskarlars Klubb","https://sites.google.com/site/dskkhemsida/","idrottsförening,orientering",""
"1230099507","883800-3443","Dan Andersson-Sällskapet","https://www.danasallskapet.se/","intresseförening",""
"1230100073","814000-9302","Nacka GK","https://www.svenskalag.se/nackagk","golfbana,golfklubb",""
"1230100438","556634-2795","Känslogalan / Musik i Syd","https://www.känslogalan.se/","event,musik",""
"1230100511","802526-4493","Utvecklingspartiet Demokraterna","https://updem.se/","donation,politiskt parti",""
"1230100743","802430-8374","Inlands Släktforskare","https://www.insf.se/medlemskap/","genealogi,släktforskning",""
"1230100750","846005-1751","Lions Club Malmö Ellenbogen","https://e-clubhouse.org/sites/malmoe/index.php","lionsklubb",""
"1230103564","875000-0773","Fjugesta IF","https://www.laget.se/Fjugesta_IF/","basketbollklubb,discgolfklubb,fotbollsklubb,friidrottsförening,gymnastikförening,idrottsförening","P09/P10"
"1230105841","802429-4350","Norra Järva Scoutkår","https://norrajarva.scout.se/","scoutkår",""
"1230106476","898801-0636","Öjebyns IBF","https://www.laget.se/OjebynsIBF/","idrottsförening,innebandyklubb","P08/P09"
"1230107292","556738-8094","Podcasten Cirkus Speedway / MAX500 AB","https://cirkusspeedway.se/","podcast",""
"1230108738","252004-7966","Arvika Pastorat","https://www.svenskakyrkan.se/arvika","religion","Julgåva"
"1230109009","802443-4303","Huddinge IBS","https://www.svenskalag.se/huddingeinnebandy","idrottsförening,innebandyklubb",""
"1230109991","878000-1528","Friluftsfrämjandet Västerås","https://www.friluftsframjandet.se/regioner/mitt/lokalavdelningar/vasteras/","barnverksamhet,friluftsliv",""
"1230111427","740819-XXXX","Galleri Fågel / Anders Borgenhag Holmqvist","https://www.gallerifagel.com/","konstmåleri,konstnär",""
"1230111922","812800-0174","Huddinge IK Hockey","https://www.laget.se/HuddingeHockey-J20/","idrottsförening,ishockeyklubb","J20"
"1230112722","802416-9222","SPF Seniorerna Billdal","https://www.spfseniorerna.se/distrikt/goteborgsdistriktet/foreningslista/spf-seniorerna-billdal/","pensionärsklubb",""
"1230113225","802529-5752","Sjövikens Båtklubb","https://www.facebook.com/sjovikensbatklubb","båtklubb,båtsällskap",""
"1230113670","844000-7048","Sångkören Divertimento","https://www.divertimento.se/","körsång,musikförening",""
"1230114801","571013-XXXX","Thoralf Alfsson","https://thoralfsblogg.com/","författare",""
"1230114835","802531-5477","Gröna Brigaden","https://www.facebook.com/p/Gr%C3%B6na-Brigaden-100057590074270/","supporterklubb",""
"1230114918","802463-9745","Tibro JSK","https://www.svenskalag.se/tibrojsk","jaktskytteklubb,jaktvårdsklubb,skytteklubb",""
"1230120618","802413-1461","Sigtuna SK","https://www.svenskalag.se/sigtunask","idrottsförening,konståkningsklubb",""
"1230121483","802421-8474","SPF Kamraterna Örebro","https://www.spfseniorerna.se/distrikt/orebrodistriktet/foreningslista/kamraterna/","pensionärsklubb",""
"1230121640","556459-0510","Persköps Ställplats / Wnk Skogsgallring AB","https://www.perskopsstallplats.com/","ställplats",""
"1230121723","717907-2686","Vittergummans Samfällighetsförening","https://www.vittergumman.se/","samfällighetsförening",""
"1230122200","857207-8288","Biyunföreningen Gröna Draken","https://gronadraken.se/","kurser,qigong,utbildning",""
"1230122457","887500-2431","Friluftsfrämjandet Hudiksvall","https://www.friluftsframjandet.se/regioner/mitt/lokalavdelningar/hudiksvall/","friluftsliv,friskvård","Snöskor"
"1230122465","824000-9079","SPF Seniorerna S.ta Birgitta Vadstena","https://www.spfseniorerna.se/distrikt/ostgotadistriktet/foreningslista/vadstena/","pensionärsklubb",""
"1230123331","802452-5266","Alingsås Sportsclub","https://www.svenskalag.se/alingsassc","idrottsförening,sportklubb",""
"1230123448","802524-1194","Jönköpings Litteraturhus","https://jonkopingslitteraturhus.se/","intresseförening,kulturförening",""
"1230123489","969790-5405","Do Music Records","https://www.domusicrecords.com/","musikförlag,musikproduktion",""
"1230123794","769609-7752","Bostadsrättsföreningen Diamanten i Tyresö","https://www.brf-diamanten.se/","bostadsrättsförening",""
"1230124206","826000-3648","Kungsportskyrkan","https://www.kungsporten.com/","religion","Projekt BeGe"
"1230124610","802526-8544","Team Kalmarsund Cykel","https://www.svenskalag.se/teamkalmarsund","cykelklubb,idrottsförening",""
"1230125302","864500-0962","Borås Sportfiskeklubb","https://www.laget.se/BorasSFK/","sportfiske,sportfiskeklubb",""
"1230125666","802451-3080","Bergslagsbygdens Ryttarförening","https://www.laget.se/BergslagsbygdensRyttarforening/","hästsport,ridklubb,ryttarförening",""
